state,homeStatus,bedrooms,bathrooms,price,yearBuilt,lotSize,propertyTaxRate,description,propertyTypeDimension
WA,FOR_SALE,6.0,6.0,589000,2023,6638.0,0.6900000000000001,"BRAND NEW DUPLEXES!!!!!   FULLY RENTED UNITS WITH PROPERTY MANAGMENT IN PLACE!!!! Each side has 3 bedroom and 2.5 baths and laundry room. EACH UNIT IS OVER 1400 SQ FT!!!!  Primary bedroom has its own bathroom.  This interior finish feature quartz counter tops, laminate floors. Yard is fully fenced and separated for each unit. Duplexes include lawn and underground sprinkler system.  These units won't last long!!!!  These units qualify for owner occupied financing!!! Live on one side and rent the other!!!! FOR THE INVESTOR WE BUILT 9 DUPLEX BUILDINGS TOTAL!!!!!!! THAT IS A TOTAL OF 18 UNITS, ESTIMATED MONTHLY RENT $2000.00 PER DOOR!!! CALL TO SET UP A SHOWING TODAY!!!!!",Multi Family
WA,FOR_SALE,,,3950000,2017,33541.0,0.78,"20 Units - 5 Building Investment Opportunity. Located in highly desirable and rapidly growing area of West Plains in Airway Heights. Constructed in 2017, Occupied and income producing, only minutes from FAFB, 2 casinos, Spokane International Airport & Industrial Park. Constructed with quality materials with renter wear and tear in mind, easy to maintain. Minimal exterior maintenance. Utilities depend on lease.",Multi Family
WA,FOR_SALE,6.0,6.0,1100000,2024,3249.0,0.84,"Brand new 2024 4plex! 2 detached duplexes on the same lot. Both buildings are identical. Units A1 & A2 are 1 bedroom, 1 bath, bottom floor units. These units feature Quartz countertops, LVP flooring throughout, air conditioning, SS Appliances, washer & dryer in units. Units A2 and B2 are two story 2 bed 2 bath units, featuring quartz countertops in kitchen and baths, SS Appliances, carpet on the stairs for quiet entry, LVP flooring in the living space throughout, as well as A/C and mountain views. HUGE FINANCIAL BONUS! These units are in the 7-year tax exempt opportunity zone, only pay taxes on the land, not the improvements! This is a great opportunity buy as an owner-occupied investment. IMMEDIATE CASH FLOW & zero deferred maintenance.",Multi Family
WA,FOR_SALE,6.0,6.0,789400,2021,24393.0,0.65,"1/4 Available duplexes. Discover timeless charm in this beautifully finished 2-bed, 2.5-bath duplex, located in the picturesque coastal town of Allyn. Just minutes from Lakeland Village Golf Club, the duplex offers a true beach-town vibe with nearby parks, boat launch, and pier. Each unit features an identical floorplan with a spacious kitchen, stainless steel appliances, wood cabinetry, and a large kitchen island perfect for gatherings. With a solid rental history and excellent cash flow, this property is both a fantastic investment and a serene place to call home! Don’t miss out on this rare opportunity in a growing community.",Multi Family
WA,FOR_SALE,,,3400000,2024,43124.0,0.78,"Asking Price $3,400,000.00 (SOLD AS-IS , Partially Finished)  70%+/-  of buildings and 85%+/- of site work completed per Seller.    Buyer to purchase and complete construction,  ADD on Value for completed project.  Projected completed stabilized estimated value $6,500,000.00+/-   Prime for a Builder Contractor Buyer.  Seller/Contractor can contract to finish as General Contractor.  Estimated expense to finish construction $1.2+/- Million range.  Parcel # 35231.1437  Two 3-Story Buildings  24 Total Units (Twelve 2 bed/ 2 bath and Twelve 3 bed/ 2 bath)   Building A:   Six 2 Bed / 2 Bath Units  (876 SF Each) and Six 3 Bed 2 Bath (1,255 SF Each)  Building B:   Six 2 Bed / 2 Bath Units  (876 SF Each) and Six 3 Bed 2 Bath (1,255 SF Each)  Lot Size 43,290+/- Square Feet (0.99)  Total Building Size 25,572 +/- Square Feet   $132.00 Per Square Foot As-Is",Multi Family
WA,FOR_SALE,6.0,6.0,789400,2021,23958.0,0.65,"1 of 4 Available duplexes. Discover timeless charm in this beautifully finished 2-bed, 2.5-bath duplex, located in the picturesque coastal town of Allyn. Just minutes from Lakeland Village Golf Club, the duplex offers a true beach-town vibe with nearby parks, boat launch, and pier. Each unit features an identical floorplan with a spacious kitchen, stainless steel appliances, wood cabinetry, and a large kitchen island perfect for gatherings. With a solid rental history and excellent cash flow, this property is both a fantastic investment and a serene place to call home! Don’t miss out on this rare opportunity in a growing community.",Multi Family
WA,FOR_SALE,6.0,6.0,589000,2023,6638.0,0.6900000000000001,"BRAND NEW DUPLEXES!!!!!   FULLY RENTED UNITS WITH PROPERTY MANAGMENT IN PLACE!!!! Each side has 3 bedroom and 2.5 baths and laundry room. EACH UNIT IS OVER 1400 SQ FT!!!!  Primary bedroom has its own bathroom.  This interior finish feature quartz counter tops, laminate floors. Yard is fully fenced and separated for each unit. Duplexes include lawn and underground sprinkler system.  These units won't last long!!!!  These units qualify for owner occupied financing!!! Live on one side and rent the other!!!! FOR THE INVESTOR WE BUILT 9 DUPLEX BUILDINGS TOTAL!!!!!!! THAT IS A TOTAL OF 18 UNITS, ESTIMATED MONTHLY RENT $2000.00 PER DOOR!!! CALL TO SET UP A SHOWING TODAY!!!!!",Multi Family
WA,FOR_SALE,,,0,2024,0.0,0.77,"Own a piece of architectural excellence with Greencity's collection of 4 luxury residences. These homes feature EV-ready parking pads, with one home offering a carport. Abundant natural light highlights top-tier fixtures and finishes throughout. The expansive kitchen boasts a large peninsula island with Calacatta Trevi quartz countertops, top-of-the-line Cafe appliances, and custom cabinetry, flowing into a spacious great room with gleaming floors. Enjoy efficient heating and A/C with mini-split systems.

The top-floor primary suite is an oasis of luxury, featuring vaulted ceilings, a huge walk-in closet, and a lavish bathroom. A versatile bonus room offers endless possibilities for a personal retreat, office, or nursery, with access to an expansive covered deck. The lower level includes two grand bedrooms, a bathroom, and a spacious laundry room. Located moments away from bustling eateries, parks, and more, these homes offer unparalleled living.",Multi Family
WA,FOR_SALE,6.0,4.0,615000,2022,,0.63,"Welcome to this nearly-new duplex located in the heart of Goldendale  WA. This property is a fantastic opportunity for investors, thanks to its prime location and commercial zoning. Each unit in this duplex is thoughtfully designed with modern amenities and stylish finishes. Each unit boasts 1,200 square feet of living space, featuring 3 bedrooms and 2 bathrooms. Enjoy the convenience of mini-split air conditioning and heating, ensuring year-round comfort. The kitchens are elegantly designed with chic two-tone cabinets, butcher block countertops, and all appliances included with the sale. The generous interiors with 9-foot ceilings create a bright and airy atmosphere. Each unit has its own dedicated laundry room, complete with a washer and dryer. The waterproof flooring throughout is both stylish and practical, ideal for easy maintenance. Located in a desirable area, this duplex offers great potential for steady rental income and appreciation. Whether you are a seasoned investor or looking to make your first investment, this property is a must-see. Don't miss out on this fantastic opportunity to own a modern, commercial-zoned duplex in Goldendale!",Multi Family
WA,FOR_SALE,5.0,6.0,769000,2024,6625.0,0.91,"Price Improvement now below certified bank appraisal! Looking for an investment opportunity or an offset to your living expenses? Designed and Built by B. Watts Design Builders, this  high-end duplex features superior quality (e.g. spray foamed ex. walls, variable speed/ducted HVAC equipment), modern aesthetics & high-quality materials. Superior exterior finishes include stucco with El Dorado Stone and Iron Wood accents. Situated in a desirable location, this duplex offers an exceptional investment for those seeking contemporary living with all the comforts and conveniences of a new home.  Opportunity with the North bordering lot to build that portfolio if desired. Call for your showing today!",Multi Family
WA,FOR_SALE,,,7000000,2024,5000.0,0.77,"Excellent student housing townhome opportunity in the heart of the Seattle's University District. Built in 2024, this opportunity features top of the line unit finishes, in-unit washer and dryer, and a community rooftop deck.",Multi Family
WA,FOR_SALE,14.0,14.0,2950000,2022,16988.0,0.64,"Presenting a unique investment opportunity: Seven newly constructed Mission Ridge townhomes that seamlessly blend luxury and comfort in the picturesque Wenatchee area. This is an ideal chance for investors looking to acquire a complete property package. The option to purchase all seven townhomes, housed in a spacious new building, offers a profitable prospect. Each unit spans 1,333 sq. ft. and features two bedrooms, two bathrooms, a garage, and an outdoor patio. Don’t miss out on this turnkey investment opportunity—take advantage of this promising real estate venture. Contact us today to discuss potential returns and secure a prosperous future in the real estate market.",Multi Family
WA,FOR_SALE,48.0,32.0,4200000,2023,19201.0,0.76,"Incredible turnkey multifamily investment! Professionally managed, newly-built townhouse-style rental units are a passive investor’s dream. Built in 2023 these 16 units, all boasting 3 bedrooms and 1.5 bathrooms 2-story & under builder’s warranty in 2024. Fire sprinklers! Offers a remarkable 6.5% Cap Rate on Year 1 stabilized, 11.5 GRM & 24% Expense Ratio. 100% occupancy w/ tenant wait list. Mostly market rate tenants but also Section 8 approved, for consistent income. Option for 1-3 more fourplex under devt, if larger portfolio is desired. Offering is for portfolio of 4 fourplexes but open to offers for individual 4plex(es). Addresses: 285 22nd Ave, 263 20th Ave, 259 20th Ave, 257 20th Ave. All separate parcels.",Multi Family
WA,FOR_SALE,4.0,4.0,1274950,2024,,0.72,"Just like Plan 2014, Plan 2346-MF lives like a single-family home. Unlike Plan 2014, the 2346-MF plans offers a loft upstairs, and the primary bath at the front of the home. The light and open main floor is perfect for entertaining, accommodating everyone. The gourmet chef's kitchen and walk-in pantry will be your partner during the holiday season full of guests, many meals, and football game days. Upstairs you will find all 4 bedrooms, including the spa-like primary suite with 5-piece bath and walk-in closet. Don't forget the 2-car, side-by-side garage with ample room for your vehicles. Select your finishes today and realize your dream home.",Multi Family
WA,FOR_SALE,4.0,4.0,1150000,2024,,0.72,"Featured in lots 4A-B and 5A-B: 3 floors of living space await along with our Gilded Collection of finishes, allowing you to customize your home to your unique style. Enjoy room for everyone in this floorplan with a rec room AND bedroom with bath on the lower level, office on the main level along with living and dining, and all bedrooms on the top level. Take a deep breath and unwind on the covered deck on the main floor and the patio on the lower level. Tranquility is calling you at Shelton Grove.

*All images shown are for illustration purposes only and may not be an exact representation of the finished product.",Multi Family
WA,FOR_SALE,6.0,6.0,589000,2023,6638.0,0.6900000000000001,"BRAND NEW DUPLEXES!!!!!   FULLY RENTED UNITS WITH PROPERTY MANAGMENT IN PLACE!!!! Each side has 3 bedroom and 2.5 baths and laundry room. EACH UNIT IS OVER 1400 SQ FT!!!!  Primary bedroom has its own bathroom.  This interior finish feature quartz counter tops, laminate floors. Yard is fully fenced and separated for each unit. Duplexes include lawn and underground sprinkler system.  These units won't last long!!!!  These units qualify for owner occupied financing!!! Live on one side and rent the other!!!! FOR THE INVESTOR WE BUILT 9 DUPLEX BUILDINGS TOTAL!!!!!!! THAT IS A TOTAL OF 18 UNITS, ESTIMATED MONTHLY RENT $2000.00 PER DOOR!!! CALL TO SET UP A SHOWING TODAY!!!!!",Multi Family
WA,FOR_SALE,6.0,4.0,897000,2025,,0.76,"New Northmor Heights Subdivision. Under construction Duplex or House with attached 1 level ADU in fantastic location. High end finishes, quartz, heat pumps, separate garages, LVP flooring and fully landscaped. 4 beds 2.1 baths in main unit. Second unit is 2 beds and 1 bath with open layout. Fully landscaped. Call for more info.",Multi Family
WA,FOR_SALE,6.0,6.0,759000,2022,9147.0,0.77,"Discover a prime investment opportunity with stunning views just below Scenic Drive! This duplex in West Valley sits on a .21-acre lot that boasts impressive views. Each unit features 3 bedrooms, 3 baths, and approximately 2,100 square feet of living space, along with a spacious back patio off the main level to take in the scenery and a 2-car garage. Buyer to verify all info",Multi Family
WA,FOR_SALE,3.0,6.0,1700000,2020,24321246.0,0.79,"INCREDIBLE MULTI-HOUSE property East of Tonasket on over 558 acres in 6 parcels. 2 custom houses & 1 MIL apt. Custom main house (unit 1)-1 bed/three .75 baths w/over 1700 sq ft. See MLS#2251123. 2nd Custom house (unit 2)-1 bed/1.75 ba w/1152 SF. Open beam ceilings, living room, kitchen w/appliances, prop range/oven & granite counters, dining rm, combo loft bed/bath w/copper soaking tub, wlk-in closet, & wraparound deck, on-demand hot wtr & propane heaters. 2-car detached garage/insulated shop. MIL loft Apt (unit 3) is 1 bed/.75 bath w/kitchenette atop a 30x30 building for hay storage. Entire property served by 2 solar systems, propane. Several outbuildings, 4 septics, 3 wells, full RV site w/septic & water. $1,700,000 MF-3563/MLS2251339",Multi Family
WA,FOR_SALE,14.0,12.0,1600000,2024,9901.0,0.84,"4-Plex for sale! Townhouse style new construction. Live in one unit, and rent out the other 3! This building could also be converted into condos and sold separately. Spacious floorplans, high ceilings, functional layout with modernized open concept living. Buyer able to obtain 30 year fixed rate, this qualifies as a residential loan. Units feature waterproof LVP flooring, quartz counters throughout kitchen/bathrooms, Ductless HP mini split units for heating/ac as well as wall heaters. Separated backyards for each unit. Numbers provided on rent are estimated based on comparables in area.",Multi Family
WA,FOR_SALE,6.0,5.0,780000,2022,5155.0,0.91,"MLS# 278527 Recently built duplex located near colleges, shopping, restaurants and easy freeway access. Each unit has 3 bedrooms, 2.50 bathrooms and attached 2 car garage. Open floor plan with family room, dining, kitchen and half bath on the main floor and all bedrooms are upstairs. Kitchens have Frigidaire Gallery series appliances. Primary bedrooms are spacious and have private bathrooms with walk in showers and walk in closets. Kitchens and bathrooms have quartz countertops. Beautiful luxury vinyl plank through out living spaces and bedrooms, no carpet. Master suite bathrooms have tiled showers and flooring. Great investment opportunity!",Multi Family
WA,FOR_SALE,6.0,4.0,875000,2025,,0.76,"New Northmor Heights Subdivision. Proposed Duplex/House with attached ADU in fantastic location. High end finishes, quartz, heat pumps, separate garages, LVP flooring and fully landscaped. 4 beds 2.1 baths in main unit. Second unit is 2 beds and 1 bath with open layout. Fully landscaped. Multiple lots and plans available. Call for more info.",Multi Family
WA,FOR_SALE,3.0,3.0,10685255,2024,121967.0,0.76,"MLS# 276397. Sale is pending but likely to fall out of contract. The sale includes 16 BRAND NEW duplex buildings for a total of 32 UNITS. This is a bundle sale. All buildings are currently under construction and will be completed in Jan / Feb 2025. 6.3% cap rate based on pro forma from a regional property manager. Sale includes: front and back landscaping, fencing on sides and back of all units, full appliance package (range oven, dishwasher, microwave, refrigerator, washer, dryer, water heater), blinds, and granite or quartz countertops in the kitchen. These included improvements make the properties truly TURNKEY. Each duplex will reside on its own parcel and as such can be sold independently at a future point. 26 units are 3 bed. 5 units are 4 bed. 1 unit is 2 bed (with 2 en suites). All units are two-story with 2.5 baths, two-car garage, dedicated two-car driveway, and a private fenced yard. Great opportunity to invest in beautiful new units in a fast-growing metro.",Multi Family
WA,FOR_SALE,6.0,4.0,765000,2022,13068.0,0.78,"2022 Built Duplex conveniently located in the Spokane Valley on a dead-end street. Beautiful modern designed  buildings with 3 bedroom, 2 bath and attached 2 car garages each unit. Huntwood cabinets with soft close doors, LVP flooring in the main traffic areas and hard surface counters throughout. Stainless-steel kitchen appliances included as well as washer and dryers in unit.  Large primary suite with walk in closet and private bathroom. 7 buildings still available. These low maintenance and stabilized properties are perfect for your investment portfolio whether you are a seasoned investor or just getting started.",Multi Family
WA,FOR_SALE,6.0,6.0,599900,2021,7405.0,0.63,"Great duplex in Winlock! Open Concept floor plan with 1458 sq ft per unit. Super Investment opportunity. Covered porch areas and fenced backyards for each unit. Off-street parking, Large Parking apron and 2 Car Garages for up to 12 parking spaces. Both units have 3 bedrooms, 2½ baths and Laundry area Large open living area kitchen and pantry, stainless steel appliances and refrigerator. LVT flooring throughout except the carpeted stairs. Primary bedroom includes an extra-large walk-in closet that could be a office or nursery, double sinks in the primary bathroom. Close to restaurants, schools, banks, and groceries. Short drive to Chehalis and an hour away from PDX. Great rental history, this will sell fast!",Multi Family
WA,FOR_SALE,,,0,2024,0.0,0.77,"Nestled on a hilltop above the city of Duvall and the Lower Snoqualmie Valley, Sunset Court is a community of 11 luxury townhomes ready to welcome future homeowners starting Autumn 2024. Built by John Day Homes, a local craftsman builder with a known reputation for quality builds and finishes.

The 11 townhomes range from 1808-2167 sq ft with 3 bedrooms, 2.5 baths, open living spaces, kitchen and bonus rooms with the latest designer chosen materials and colors. Two car garages and outside patios complete these innovative floorplans.

Besides featuring beautiful townhomes with its own children's play area, Sunset Court is just a 10 minutes' walk from downtown Duvall. Duvall is a thriving small city with numerous shopping centers, small businesses, local restaurants, city parks, county library and an active Riverview School District. An easy commute to Eastside cities of Redmond, Woodinville, Bothell, Bellevue & beyond. Duvall is served by public and private company transportation (ex. Microsoft Commuter).",Multi Family
WA,FOR_SALE,24.0,24.0,3000000,2024,23086.0,0.78,"To be built 12 unit apartment building in the heart of the Spokane Valley.  Just off the Appleway walking trail with Safeway, Target and so much more just a hop, skip and a jump away. All 12 units are set up as two bedroom and two bathroom units.  The permits are pulled and the builder is ready to start as soon as we find a buyer.  Skip the holding pattern and costs incurred of awaiting lot development and engineering.  This building is ready to go.  Or buy just the lot with permit and plans for $600,000.  **Photos of Apartment Building are Artist Renderings, Not Exact Building**",Multi Family
WA,FOR_SALE,6.0,6.0,515000,2024,8285.0,0.6900000000000001,"New construction duplex located in Bodrero Estates in Mattawa WA adjacent to the Saddle Mtn. Elementary. Exterior features include: landscaping & sprinkler system in front yard, stucco siding, double pane storm windows, single car garage on both units, 8285sq/ft lot, surrounded by new construction homes, and more. Interior features include: laminate flooring from entrance/living/kitchen/dinning rooms. Solid wood cabinets throughout, central heating/air conditioning in both units. Dishwasher, oven, microwave hood included on both units. Choose soon for your opportunity to choose exterior and interior color/flooring/countertops/carpet/more. Upgrades available to choose from! Estimated to be completed January 2025. Estimated rent $1600-$1800m.",Multi Family
WA,FOR_SALE,4.0,4.0,1274950,2024,,0.72,"Just like Plan 2014, Plan 2346-MB lives like a single-family home. Unlike Plan 2014 and 2346-MF the 2346-MB plans offers a loft upstairs, and the primary bath at the BACK of the home. The light and open main floor is perfect for entertaining, accommodating everyone. The gourmet chef's kitchen and walk-in pantry will be your partner during the holiday season full of guests, many meals, and football game days. Upstairs you will find all 4 bedrooms, including the spa-like primary suite with 5-piece bath and walk-in closet. Don't forget the 2-car, side-by-side garage with ample room for your vehicles. Select your finishes today and realize your dream home.",Multi Family
WA,FOR_SALE,,,3228000,2024,3049.0,0.79,"If you are an investor or business owner looking for a rewarding investment opportunity that offers the potential for both income & use, then this mixed use, zero lot line unit is just what you're looking for!  Located in fast-growing community of Pateros, at the confluence of the Methow & Columbia Rivers, the locale provides for great access to Lk Chelan, Methow Valley, Okanogan County’s year-round recreational venues & the Canadian border. Ground level can be either short term rental (VRBO) or commercial. There are both 1 & 2 bedroom residential units available within the project.",Multi Family
WA,FOR_SALE,9.0,6.0,1600000,2017,8929.0,0.77,"Well located 3 units in rapidly improving area.  Floor to ceiling windows throughout.  Light filled great room with chef's kitchen, eating/breakfast bar.  Comfortable, sensible, flexible floorplan.  Primary bedroom on the third level offers a private retreat, rooftop deck plumbed for gas grill, features sweeping territorial views.   Originally built as high end townhomes.  Several large and small developments only a few blocks away.  A wise investment in the path of progress.",Multi Family
WA,FOR_SALE,,,1563500,2024,8498.0,0.71,"4 units, each have separate water meters, parcel numbers. 3 & 4 bed, 2.25 bath units.  Taylor Built Homes with 2-10 warranty. Don't compare interior finishes to comps next door.  Quartz counters, raised panel doors. Estimated completion date Oct 20th. Bring your investors. Possible seller carry-back financing to facilitate Reverse 1031 exchange.",Multi Family
WA,FOR_SALE,6.0,6.0,625000,2024,8712.0,0.78,"Prime investment opportunity with this brand-new duplex, ideally located just down the road from Eastern Washington University in Cheney and minutes from surrounding stores and dining! Featuring an attractive contemporary design exterior with hardy siding & a beautiful wood veneer entry accent, this duplex provides ample parking front & back with a 2-car garage for each unit. Each 1,400 sq/ft unit includes 3 bedrooms and 3 baths across two floors. Inside you'll find an open-concept living area with modern finishes. Spacious island kitchen is complete with stainless appliances & elegant quartz counters for durability. The main level includes a half bathroom & laundry. Upstairs bedrooms include the primary suite, which features a walk-in closet and full bath with quartz double vanity & tiled tub/shower. The guest bathroom provides a tiled walk-in shower for convenience. Don't miss this chance to acquire this prime rental, learn more today!",Multi Family
WA,FOR_SALE,3.0,2.0,414999,2024,,0.76,"TO BE BUILT HOMES ON YOUR LOT.. Adair Homes is proud to present The Pines; a stylish and affordable Duplex. With two 1,200 square foot units this plan can provide a great home and a great investment or multi generational home opportunity. Our Pro Team can help you customize this plan to suit your needs as well as coach you through the process of finding land and planning your build.",Multi Family
WA,FOR_SALE,,,3500000,2022,57499.0,0.6900000000000001,"Great investment opportunity! Multifamily, Portfolio of Duplexes for Sale. Featuring four duplexes situated on Moses Lake Golf Club where each unit includes spacious living areas, modern amenities, and ample parking space. Rental increases in 2024 have occured (10% increase over prior year), making Nanto Duplexes an attractive investment option for both seasoned investors and first-time buyers. The financing is assumable for the right buyer. The current tenants are corporate tenants with a 3 year need for their housing needs.  Don't miss out on this fantastic opportunity to own Nanto Duplexes in Moses Lake, WA. Contact us today for more information on this multifamily portfolio of properties for sale.",Multi Family
WA,FOR_SALE,21.0,,2595000,2023,28749.0,0.78,"BRAND NEW 7-unit multifamily property in a quiet Spokane Valley neighborhood! One 4-plex and a triplex make up the seven units, with each unit offering 3 bedrooms, 2.5 baths, and 1455 s.f. of living space. The modern design features many upgrades including stainless appliance package,  durable LVP flooring, and granite counters throughout. One unit is fully furnished and grossing $3300/mo as an Airbnb. Each unit has a 1-car garage, and there are three additional detached garages for extra income potential.",Multi Family
WA,FOR_SALE,4.0,6.0,3200000,2023,6534.0,0.64,"Investor Alert! Welcome to The Residence at State, an absolute one-of-a-kind South Hill stunner. This 2 unit (2BD/2.5BA each) building is the epitome of elegance, showcases impeccable craftsmanship and lavish finishes that will leave you in awe. Step inside and be captivated by the seamless flow of the open floor plan, accentuated by 9-foot ceilings and a plethora of windows. Gourmet chef's kitchens features top-of-the-line appliances, custom cabinetry, and generous counter space. Wake up to breathtaking sunrises and enjoy panoramic views of Bellingham Bay from the privacy of your own balcony. (2) 1 car garages and (2) 210sqft storage spaces included! Close to premier Pickleball Club, Boulevard Park, Taylor Dock, Fairhaven & DT Bellingham.",Multi Family
WA,FOR_SALE,4.0,4.0,724900,2022,,0.76,"Perfect owner-occupied investment property with 1,626 SQ FT 3 Bed + Loft| 2.1 Bath main residence and 733 SQ FT 1 Bed | 1 Bath ADU bringing in $1,850/MO in additional income. Both the main residence and the ADU feature covered outdoor patios, private fenced yards with irrigation and a garage! Open concept kitchens with quartz countertops, tile backsplash, stainless steel appliances and more. Both units come equipped with blinds and their own washer and dryer too! Make us an offer before this one is gone...",Multi Family
WA,FOR_SALE,6.0,6.0,659500,2023,6098.0,0.78,"Discover your next investment opportunity with this exceptional rental duplex! Situated in a prime location just 3 minutes away from Spokane Community College, this duplex is perfectly positioned to attract potential tenants. Its close proximity to dining and groceries ensures both convenience and accessibility! Each unit boasts 3 bedrooms & 2.5 baths across a generous 1,442 sq/ft of living space. The entry welcomes you with a coat closet and an accommodating half bath. Finishes feature LVP flooring exuding both durability and style. Darker tones throughout add a touch of sophistication while ensuring long-lasting beauty. The heart of each unit lies in the open-space living area, with the kitchen offering ample cabinetry, stunning granite countertops for meal prep, and stainless steel appliances. Upstairs you'll find a master suite offering a spacious walk-in closet, and bath featuring double sink vanity & elegantly tiled tub shower. Two additional guest rooms, a full bath, and laundry closet. Come see this!",Multi Family
WA,FOR_SALE,6.0,6.0,589000,2023,6638.0,0.6900000000000001,"BRAND NEW DUPLEXES!!!!!   FULLY RENTED UNITS WITH PROPERTY MANAGMENT IN PLACE!!!! Each side has 3 bedroom and 2.5 baths and laundry room. EACH UNIT IS OVER 1400 SQ FT!!!!  Primary bedroom has its own bathroom.  This interior finish feature quartz counter tops, laminate floors. Yard is fully fenced and separated for each unit. Duplexes include lawn and underground sprinkler system.  These units won't last long!!!!  These units qualify for owner occupied financing!!! Live on one side and rent the other!!!! FOR THE INVESTOR WE BUILT 9 DUPLEX BUILDINGS TOTAL!!!!!!! THAT IS A TOTAL OF 18 UNITS, ESTIMATED MONTHLY RENT $2000.00 PER DOOR!!! CALL TO SET UP A SHOWING TODAY!!!!!",Multi Family
WA,FOR_SALE,6.0,6.0,589000,2023,6638.0,0.6900000000000001,"BRAND NEW DUPLEXES!!!!!   FULLY RENTED UNITS WITH PROPERTY MANAGMENT IN PLACE!!!! Each side has 3 bedroom and 2.5 baths and laundry room. EACH UNIT IS OVER 1400 SQ FT!!!!  Primary bedroom has its own bathroom.  This interior finish feature quartz counter tops, laminate floors. Yard is fully fenced and separated for each unit. Duplexes include lawn and underground sprinkler system.  These units won't last long!!!!  These units qualify for owner occupied financing!!! Live on one side and rent the other!!!! FOR THE INVESTOR WE BUILT 9 DUPLEX BUILDINGS TOTAL!!!!!!! THAT IS A TOTAL OF 18 UNITS, ESTIMATED MONTHLY RENT $2000.00 PER DOOR!!! CALL TO SET UP A SHOWING TODAY!!!!!",Multi Family
WA,FOR_SALE,12.0,8.0,1050000,2023,4800.0,0.76,"Incredible turnkey multifamily investment! Professionally managed, newly-built townhouse-style rental units are a passive investor’s dream. Built in 2023 these 4 units, all boasting 3 bedrooms and 1.5 bathrooms 2-story & under builder’s warranty in 2024. Fire sprinklers! Offers a remarkable 6.0% Cap Rate on Year 1 stabilized, 11.67 GRM. 100% occupancy w/ tenant wait list. Mostly market rate tenants but also Section 8 approved, for consistent income. Option for 1-3 more fourplex under devt, if larger portfolio is desired. Offering is for portfolio of 4 fourplexes but open to offers for individual 4plex(es). Addresses: 285 22nd Ave, 263 20th Ave, 259 20th Ave, 257 20th Ave. All separate parcels.",Multi Family
WA,FOR_SALE,18.0,18.0,2449400,2018,13007.0,0.65,"Cash flow opportunity! This package includes three duplexes (converted into 6 condos), each offering strong cash flow & excellent rental history. Each unit features expansive windows, 18-ft ceilings, a cozy gas fireplace, & wide plank white oak floors. The kitchens are perfect for gatherings with a peninsula quartz countertop, wood cabinets, & stainless steel appliances. The main floor primary suites include ensuite baths with quartz counters, soaking tubs, & spacious tile showers. Upstairs, you'll find two additional bedrooms & a bonus loft, perfect for relaxation or entertainment. Whether you're looking for a home, investment, or both, this is one to see! 5 of the 6 units are occupied with tenants, and one is vacant and ready for move in!",Multi Family
WA,FOR_SALE,6.0,6.0,589000,2023,6638.0,0.6900000000000001,"BRAND NEW DUPLEXES!!!!!   FULLY RENTED UNITS WITH PROPERTY MANAGMENT IN PLACE!!!! Each side has 3 bedroom and 2.5 baths and laundry room. EACH UNIT IS OVER 1400 SQ FT!!!!  Primary bedroom has its own bathroom.  This interior finish feature quartz counter tops, laminate floors. Yard is fully fenced and separated for each unit. Duplexes include lawn and underground sprinkler system.  These units won't last long!!!!  These units qualify for owner occupied financing!!! Live on one side and rent the other!!!! FOR THE INVESTOR WE BUILT 9 DUPLEX BUILDINGS TOTAL!!!!!!! THAT IS A TOTAL OF 18 UNITS, ESTIMATED MONTHLY RENT $2000.00 PER DOOR!!! CALL TO SET UP A SHOWING TODAY!!!!!",Multi Family
WA,FOR_SALE,6.0,6.0,659500,2022,5662.0,0.78,"Duplex investment opportunity located conveniently in West Central, just a few minutes to downtown Spokane! Each unit features 3 bedrooms & 2.5 baths, with 1,477 sq/ft of living space across two levels.  Step inside and you'll find a spacious living room, coat closet, LVP flooring & darker tone finishes for longevity. The kitchen provides ample cabinetry with granite surfaces & tiled backsplash. Stainless steel appliances and a generous eat-in island with sink extending the informal dining area. Bathroom, laundry & closet on right. Upstairs, the extensive primary suite features a walk-in closet and bath with granite vanity & bath/shower combo. Two guest bedrooms with their own full bathroom. Fully fenced yards with sprinkler system, and attached garages in back with additional slab parking spaces. Individual power & gas meters. This is an opportunity you don't want to miss, learn more today!",Multi Family
WA,FOR_SALE,8.0,6.0,619400,2024,12632.0,0.71,"ATTENTION INVESTORS!  Here is the best opportunity to invest in Connell WA. Just 35 miles outside of Tri-Cities WA, it is one of the nation's fastest-growing markets in America. With high job growth and strong rental demand, we present 4 brand new duplexes totaling 8 units.   This marvelous property is ready to be occupied by the local community. Each duplex sits in its own lot and with it has its own individual tax parcel number. Each duplex is:   2,996 sq ft  -1,498 sq ft per unit   -4Bed 3Bath     Don’t miss out, this opportunity won’t last long!",Multi Family
